book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
1	26	Против помисли стомакоугађања	Прич. 20, 1.	ܟܘ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܒܠܥܕ ܡܢ ܟܘܪܗܢܐ ܩܫܝܐ ܡܓܪܓܐ ܠܢ ܕܢܫܬܐ ܚܡܪܐ: ܘܡܬܢܒܝܐ ܠܢ ܥܠ ܟܐܒܐ ܕܐܣܛܘܡܟܐ ܘܥܠ ܟܠܗ ܓܘܐ܀	ܥܫܝܢ ܗܘ ܚܡܪܐ. ܘܪܘܝܘܬܐ ܡܨܥܪܢܝܐ. ܘܟܠ ܕܡܫܬܪܚ ܒܗܘܢ ܠܐ ܗܘܐ ܚܟܝܡ.	26. προς λογισμον χωρις χαλεπης νοσου ημας προτρεποντα οινον πινειν και αλ­γος στομαχου και παντων των εντερων (?) ημιν μαντευοντα	+ ακολαστον οινος και υβριστικον μεθη πας δε συμπεριφερομενος αυτοις ου σοφος εσται .	Против помисли која нас, у одсуству тешке болести, наговара да пијемо вино, и прориче нам болове у стомаку и читавој нашој утроби:	Вино је силовито пиће које води у пијанство, а пијанство води у раскалашност; према томе, ко се одаје вину неће бити мудар.
1	27	Против помисли стомакоугађања	Прич. 20, 25.	ܟܙ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܚܛܦܐ ܠܗ ܠܪܥܝܢܢ: ܕܢܐܣܘܪ ܡܢ ܨܘܡܢ ܘܕܘܒܪ̈ܝܢ ܒܡ̈ܘܡܬܢ. ܗܕܐ ܕܝܢ ܡܢ ܥܘܡܪܐ ܕܝܚܕܝܐ ܢܘܟܪܝܬܐ ܐܝܬܝܗܿ.܀.	ܦܚܐ ܗܘ ܠܒܪܢܫܐ ܕܢܕܪ ܠܩܘܕܫܐ: ܘܡܢ ܒܬܪ ܕܢܕܪ ܬܘܝܐ ܠܗ ܢܦܫܗ	27. προς λογισμον τον νουν ημων αρπαζοντα εις το την τε νηστειαν ημων και τας αναστροφας δι’ ορκων δησαι, τουτο δε ξενον εστι παντως της των μοναζοντων πολιτειας	+ παγις ανδρι το ευχεσθαι εις αγιον μετα δε το ευξασθαι μετανοειν γινε­ται .	Против помисли која заробљава наш ум, те га приморава да даје завете у погледу властитог поста и подвижничких напора, односно, да чини оно што је туђе монашком начину живота:	Замка је човеку да брзоплето посвети неки део свог имања, јер након давања завета наступа жаљење.
1	28	Против помисли стомакоугађања	Прич. 22, 9.	ܟܚ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܟܠܝܐ ܠܢ ܒܕܡܪܢܝܐ ܠܢ ܕܡܢ ܠܚܡܐ ܠܐ ܢܬܠ ܠܣ̈ܢܝܩܐ: ܒܝܕ ܕܐܡܪܐ ܠܝ ܕܗܘ ܠܡ ܡܫܟܚ ܒܟܠ ܕܘܟܐ ܚܝܢܢ ܕܝܢ ܠܐ ܡܨܝܢܢ ܕܢܬܩܪܒ ܠܬܪܥܐ ܢܘܟܪܝܐ܀	ܡܢ ܕܛܒܐ ܥܝܢܗ ܗܘ ܢܬܒܪܟ ܡܛܠ ܕܝܗܒ ܡܢ ܠܚܡܗ ܠܡܣܟܢܐ	28. προς διαλογισμον εμποδιζοντα ημας δια μεριμνης του μη μεταδουναι του αρτου ημων τοις ενδεεσι και λεγοντα οτι εκεινος μεν πανταχον ευρισκει ημεις δε ουκ εχομεν αλλοτριαι θυραι εγγισαι	+ ο ελεων ευλογηθησεται των γαρ αυτου αρτων εδωκεν των πτωχωι .	Против помисли која нас наговара да не дајемо од свог хлеба онима који су у невољи и која ми говори: „Тај и тај човек може наћи милостињу на сваком месту, док ми не можемо закуцати на туђа врата“:	Онај који покаже милосрђе биле помилован, јер даде сиромашнима од свог хлеба.
1	29	Против помисли стомакоугађања	Прич. 23, 20–21.	ܟܛ ܠܘܩܒܠ ܡܚ̈ܫܒܬܐ ܕܒܝܘܡܐ ܕܥܐܕܐ ܡܬܩܖ̈ܒܢ ܨܐܕܝܢ ܪܟܝܟܐܝܬ ܘܐܡܪ̈ܢ ܠܢ: ܕܢܛܥܡ ܚܕܐ ܠܙܒܢܐ ܣܓܝܐܐ ܒܣܪܐ ܘܚܡܪܐ܀	ܠܐ ܬܗܘܐ ܪܘ̈ܐ ܒܚܡܪܐ. ܘܐܣܘܛ ܒܒܣܪܐ. ܡܛܠ ܕܟܠ ܕܪܘܝ ܒܚܡܪܐ ܘܐܣܘܛ ܒܒܣܪܐ ܢܐܒܕ. ܘܕܕܡܟ ܢܠܒܫ ܒܪܕܥܬܐ.	29. προς λογισμους ημεραι εορτης απαλως ημιν υποτιθεμενους απαξ εκ πολλου χρονου σαρκος και οινου γευσασθαι	+ μη ισθι οινοποτης και ασωτος (?) οτι πας με­θυσος και πορνοκοπος ολειται και ο υπνωδης ευδυσεται διερρηγμενα .	Против помисли које нам у дане празника нечујно прилазе и говоре нам да бисмо само једном у дужем временском периоду могли окусити меса и вина:	Не буди винопија, и не задржавај се дуго на гозбама, и не посећуј тезге на којима се продаје месо, јер ће сваки пијаница и посетилац блудница бити сиромашан, а сваки лењивац ће се обући у отрцану и одрпану хаљину.
1	30	Против помисли стомакоугађања	Прич. 23, 31–32.	ܠ. ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܡܬܕܟܪܐ ܦܘܢ̈ܩܐ ܥܬ̈ܝܩܐ ܘܡܬܥܗܕܐ ܚܡܖܵܢܐ ܒ̈ܣܝܡܐ: ܘܟ̈ܣܐ ܕܛܥܝܢܝܢ ܗܘܝܢ ܥܠ ܐܝ̈ܕܝܢ. ܟܕ ܣܡܝܟܝܢ ܗܘܝܢ ܘܫܬܝܢ܀	ܠܐ ܬܨܕ ܥܝܢܟ ܒܚܡܪܐ ܕܙܪܓܐ ܥܝܢܗ ܒܟܣܐ. ܐܠܐ ܗܠܟ ܒܬܪܝܨܘܬܐ. ܡܛܠ ܕܢܢܪܬܗ ܕܚܡܪܐ ܐܝܟ ܡܚܘܬܐ ܗܝ ܕܚܘܝܐ ܘܐܝܟ ܚܪܡܢܐ ܕܦܪܚ.	30. προς διαλογισμον την προτεραν τρυφην μνημονευοντα τε και των ηδεων οινων και των φιαλων εν ταις χερσιν ημων μεμνημενον οτε ημεν κλινοντες και πι­νοντες	+ μη στηρισηις τον οφθαλμον σου εν τωι οινωι ου ο οφθαλμος εκλαμπει εν τηι κυλικι αλλα περιπατησον εν ευθυτητι οτι το εσχατον αυτου ως πληγη οφεως και ως κεραστος πετομενος .	Против помисли која нас подсећа на ђаконије из прошлог живота, те се присећа укусних вина и чаша које смо држали у рукама док смо седили за трпезом и пили:	Не гледај на зделе и на чаше, јер ћеш постати огољенији од тучка и пружићеш се по земљи попут човека којег је ујела змија и чијим се венама шири отров аспидиног уједа.
1	31	Против помисли стомакоугађања		ܠܐ. ܠܘܩܒܠ ܡ̈ܚܫܒܬܐ ܕܡܓܖ̈ܓܢ ܠܢ ܕܢܡܠܐ ܟܪܣܢ ܡܢ ܠܚܡܐ ܘܡܢ ܡ̈ܝܐ܀	ܬܫܘܝܬܗ ܕܙܕܩܐ ܠܐ ܬܬܠ ܠܪܫܝܥܐ ܘܠܐ ܬܛܥܐ ܒܣܒܥܘܬܐ ܕܥܪܣܐ.	31. προς διαλογισμους επεγειροντας ημας ινα γαστερα ημων αρτου και υδατος εμπλησωμεν	+ μη δωις στρωμνην δικαιου των αμαρτωλωι μηδε πλανηθηις εν πλη­σμονηι γαστρος (?).	Против помисли које нас маме да напунимо стомак хлебом и водом:	Немој постељу праведника дати грешнику и чувај се од преваре насићене утробе.
1	32	Против помисли стомакоугађања	Сир. 4, 21.	ܠܒ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܗܘܝܢ ܠܢ ܠܘܩܒܠ ܒܗܬܬܐ ܕܒܗܬܝܢܢ ܡܢ ܐܒܗܬܐ ܟܕ ܡܦܝܣܝܢ ܠܢ ܕܢܫܪܐ ܨܘܡܢ ܘܢܐܟܘܠ ܩܠܝܠ ܝܖ̈ܩܘܢܐ ܒܥܐܕܐ.܀.	ܐܝܬ ܒܗܬܬܐ ܕܒܪܝܐ ܚ̈ܛܗܐ. ܘܐܝܬ ܒܗܬܬܐ ܕܐܝܩܪܗ ܛܝܒܘܬܐ	32. προς την αισχυνην (αιδω) αιδουμενων ημων πατερας ημας ινα λυσαντες την νηστειαν ολιγον λαχανα εν τηι εορτηι φαγωμεν αναπειθοντας	+ εστιν αισχυνη επα­γουσα αμαρτιας και εστιν αισχυνη ης η δοξα χαρις .	Против помисли која се супротставља стиду којег доживљавамо пред нашим оцима који нас убеђују да олакшамо пост и једемо поврће у дане празника:	Јер, постоји стид који доноси грех, а постоји стид који доноси славу и благодат.
1	33	Против помисли стомакоугађања	Прич. 26, 24.	ܠܓ ܠܘܩܒܠ ܕܝܘܐ ܕܡܦܝܣ ܠܝ ܒܝܕ ܫܘܕܠܙܗ ܘܐܡܪ ܠܝ ܒܡܘܡ̈ܬܐ: ܕܐܐ ܡܟܝܠ ܡܕܡ ܚܣܪ ܐܢܬ ܡܢ ܡܐܟܠܐ ܘܡܫܬܝܐ: ܡܛܠ ܕܗܟܢܐ ܡܚܝܠ ܦܓܪܟ ܘܝܒܝܫ ܡܢ ܨܘܡܐ ܐܡܝܢܐ.܀.	ܣܢܐܐ ܒܣܦܘ̈ܬܗ ܡܡܠܠ ܪ̈ܟܝܟܬܐ. ܒܠܒܗ ܕܝܢ ܚܫܠ ܒܝܫܬܐ	33. προς δαιμονα κολακειαι με αναπειθοντα και δι’ ορκισμων μοι λεγοντα οτι απο του νυν ουδεν υστερησεις εδεσματων και ποτου διοτι ουτως ασθενες το σωμα σου και ξηρον απο νηστειας εκτενους	+ ο εχθρος χειλεσι μαλακα λεγει καρδιαι δε τεκταινεται κακον .	Против демона који ми ласка и који ме убеђује, говорећи: „Нећеш претрпети никакве штете од хране и пића, јер твоје тело је слабо и осушено од дуготрајног поста“:	Уплакани непријатељ свашта обећава својим уснама, а у срцу своме смишља преваре.
1	34	Против помисли стомакоугађања	Пс. 27, 6.	ܠܕ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܡܚܘܝܐ ܠܝ ܕܐܝܟ ܗܘ ܕܥܛܠܝܢ ܐܢܘܢ ܦܘܩ̈ܕܢܘܗܝ ܕܐܠܗܐ: ܘܐܡܪܐ ܠܝ ܕܣܓܝ ܐܘ̈ܠܨܢܐ ܘܕ̈ܘܘܢܐ ܡܝܬܝܢ ܥܠ ܦܓܪܐ ܘܥܠ ܢܦܫܐ܀	ܛ̈ܒܢ ܡ̈ܚܘܬܗ ܕܪܚܡܐ ܡܢ ܢܘܫ̈ܩܬܗ ܕܒܥܠܕܒܒܐ	34. προς λογισμον δεικνυντα μοι ως σκληραι αι θεου εντολαι και λεγοντα μοι οτι πολλους πονους και οδυνας τωι τε σωματι και την ψυχηι επισπωσιν	+ κρεισσω τραυματα φιλου η φιληματα εχθρου .	Против помисли која ми показује тобожње потешкоће Божијих заповести, те ми говори како наведене заповести доносе силне муке и невоље, како души, тако и телу:	Ударци пријатеља су истинитији од пољубаца непријатеља.
1	35	Против помисли стомакоугађања	Проп. 3, 11.	ܠܗ ܠܘܩܒܠ ܡܚܢܫܒܬܐ ܕܒܥܝܐ ܩܠܝܠ ܝܡܪܐ ܕܠܐ ܟܘܪܗܢܐ: ܘܐܡܪܐ ܠܝ ܕܗܐ ܡܛܠ ܒ̈ܢܝܢܫܐ ܐܬܒܪܝ ܚܡܪܐ.܀	ܟܠ ܡܕܡ ܕܥܒܕ ܐܠܗܐ ܫܦܝܪ ܗܘ ܒܙܒܢܗ ܠܘ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܡܪܢܝܐ ܠܝ ܒܒܘܣܡܐ ܥܬܝܩܐ ܘܒܡܫܬܝܐ: ܘܒܥܝܐ ܠܗ ܠܗܢܐ	35. προς λογισμον επιζητουντα ολιγον οινου χωρις νοσου και λεγοντα μοι οτι δια τους ανθρωπους εκτισται ο οινος	+ τα συμπαντα α εποιησεν καλα εν καιρωι αυτου .	Против помисли која тражи мало вина, иако нисмо болесни, и која ми говори: „Гле, вино је створено ради човека“:	Све постојеће је учинио лепим у своје погодно време.
1	36	Против помисли стомакоугађања	Проп. 7, 2.	ܥܝܕܐ.܀	ܛܒ ܠܡܐܙܠ ܠܒܝܬ ܒ̈ܟܐ: ܛܒ ܡܢ ܕܠܡܐܙܠ ܠܒܝܬ ܡܫܬܘܬܐ.	36. προς λογισμον μελεταν με ποιουντα εν τηι παλαιαι τρυφηι και εν συμπο­σιωι και τουτο το εθος επιζητουντα	+ αγαθον πορευθηναι εις οικον πενθους η οτι πορευθηναι εις οικον ποτου .	Против помисли која ме подсећа на минула празновања и гозбе, те која жели да се вратим овом свом обичају:	Боље је ићи у кућу где је жaлост, него где је гозба.
1	37	Против помисли стомакоугађања	Проп. 7, 16.	ܠܙ ܠܘܩܒܠ ܡܚܫܒܬܐ ܣܪܝܩܬܐ ܕܡܦܝܣܐ ܠܢ: ܕܝܬܝܪ ܡܢ ܘܠܝܬܐ ܢܡܬܘܚ ܕܘܒܪ̈ܝܢ: ܒܝܕ ܕܢܐܣܘܪ ܣ̈ܩܐ ܒܚ̈ܨܝܢ ܘܢܦܘܩ ܠܢ ܠܡܕܒܪܐ: ܘܢܗܘܐ ܐܡܝܢܐܝܬ ܬܚܝܬ ܫܡܝܐ: ܟܕ ܪܥܝܢܢ ܥܩܪ̈ܐ ܕܕܒܪܐ: ܘܡܠܟܐ ܠܢ ܬܘܒ ܕܢܥܪܘܩ ܡܢ ܝܝܙܬܐ ܕܐܢܫܐ: ܐܝܠܝܢ ܕܡܒܝܐܝܢ ܠܢ ܘܡܬܒܝܐܝܢ ܡܢܢ܀.	ܠܐ ܬܗܘܐ ܙܕܝܩ ܣܓܝ܆ ܘܠܐ ܬܬܚܟܡ ܝܬܝܪ ܕܠܐ ܬܬܡܗ	37. προς λογισμον ματαιον αναπειθοντα ημας υπερ α δει την πολιτειαν ημων διεκτεινειν ωστε δησαντας ημας σακκους περι τας οσφυας εις την ανυδρον εξιεναι τε και αδιαλειπτως υπο των ουρανωι διαγειν νεμοντας ριζας της ερημου και συμβου­λευοντα ημιν παλιν την οψιν των ανθρωπων φυγειν των ημας τε παρακαλουντων και υφ’ ημων παρακαλουμενων	+ μη γινου δικαιος πολυ μηδε σοφιζου περισσα μη ποτε εκπλαγηις .	Против таште помисли која нас убеђује да прекорачимо границе властитог начина живота преко онога што је прикладно – и то тако што ћемо ставити кострет на своја бедра, упутити се у пустињу, живети непрекидно под отвореним небом и хранити се дивљим биљем – и која нам саветује да бежимо од погледа људи који нас теше и које ми тешимо:	Не буди сувише праведан, ни сувише мудар, јер ћеш пасти у заблуду.
1	38	Против помисли стомакоугађања	Јов. 2, 10.	ܠܘܩܒܠ ܡܚܫ̈ܒܬܐ ܕܡܥܗܕܢ ܠܢ ܒ̈ܘܣܡܐ ܩܕܡܝ̈ܐ ܘܡܚܘܝܢ ܠܢ ܐܘܠܨܢܐ ܕܓܕܫ܀	ܛ̈ܒܬܗ ܕܐܠܗܐ ܩܒܠܢܢ: ܘܒܝܫ̈ܬܗ ܠܐ ܢܩܒܠ	38. προς λογισμους ημας των προτερων ηδονων μιμνησκοντας τε και την θλιψιν την συμβαινουσαν αποδεικνυντας	+ τα αγαθα του κυριου εδεξαμεθα τα κακα ου δεξομεθα ;	Против помисли које нас подсећају на ранија уживања и показују нам невољу која је произашла из наведенога:	Ако смо од Бога примили добро, зар нећемо примити и зло?
1	39	Против помисли стомакоугађања	Мих. 2, 10.	ܠܛ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܢܦܫܐ ܕܐܙܠܬ ܠܘܬ ܒ̈ܢܝ ܓܢܣܗ ܦܓܪ̈ܢܝܐ ܘܐܫܟܚܬ ܦܬܘܪܐ ܕܡܠܐ ܟܠ ܡܐܟ̈ܠܢ܀ ܩܘܡܝ ܙܠ ܡܢ ܗܪܟܐ ܡܛܠ ܕܠܐ ܗܘܐ ܗܪܟܐ ܢܝܚܟܝ.		39. προς ψυχης λογισμον προς τους κατα σαρκα συγγενεις απελθουσης και την τραπεζαν μεστην παντοιων εδεσματων ευρουσης	+ αναστηθι πορευου οτι ουκ εστι σοι αυτη αναπαυσις .	Против помисли душе којa мислима путује до својих сродника и налази трпезу испуњену свим врстама јела:	Устани и иди, јер ово није твоје почивалиште, будући да је нечисто.
1	40	Против помисли стомакоугађања	Ав. 3, 18.	ܡ. ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܪܒܘܬ ܟܪܣܐ: ܕܒܝܘ̈ܡܬܐ ܕܥܐܕܐ ܡܚܘܝܐ(?) ܠܢ ܣܓܝ̈ܐܐ ܕܣܡ̈ܝܟܝܢ ܥܠ ܦܬܘܪܐ... ܬܖ̈ܐ. ܘܚܕܝܢ ܘܪܘܙܝܢ.	ܐܢܐ ܕܝܢ ܒܡܪܝܐ.... ܘܐܪܘܙ ܒܐܠܗܐ ܦܪܘܩܝ.	40. προς λογισμον γαστριμαργιας ημεραις εορτης ημιν πολλους κατακλι­νοντας παρα τραπεζαις λαμπραις και ηδομενους και χαιροντας υπογραφοντα	+ εγω δε εν τωι κυριωι αγαλλιασομαι χαρησομαι επι τωι θεωι τωι σωτηρι μου .	Против помисли стомакоуђагања која ми у празничне дане набраја мноштво људи што леже на најбољој трпези, радујући се и веселећи:	А ја ћу се радовати у Господу и веселићу се у Богу Спаситељу своме.
